808.2709,876.7493,,,
808.2292,876.6619,0.00173889,0.00763876,0.096838267
808.8199,876.447,0.34892649,0.04618201,0.628576567
809.9699,876.2258,1.3225,0.04892944,1.171080458
807.096,876.8898,8.25930121,0.440896,2.949609671
808.108,876.744,1.024144,0.02125764,1.022448845
807.6331,876.888,0.22553001,0.020736,0.496251962
808.7567,876.3948,1.26247696,0.24324624,1.227079134
807.6342,876.8021,1.26000625,0.16589329,1.194110355
809.976,876.0486,5.48402724,0.56776225,2.460038514
808.3395,876.6003,2.67813225,0.30437289,1.726993092
807.2793,876.7901,1.12402404,0.03602404,1.077055282
808.4968,876.4553,1.48230625,0.11209104,1.262694456
808.281,876.5874,0.04656964,0.01745041,0.253021837
808.1968,876.569,0.00708964,0.00033856,0.086187006
808.0671,876.7158,0.01682209,0.02155024,0.195888565
807.6609,876.6898,0.16499844,0.000676,0.407031252
807.7862,876.7089,0.01570009,0.00036481,0.126747387
807.5093,876.7217,0.07667361,0.00016384,0.277195689
806.9233,876.8951,0.343396,0.03006756,0.61111665
807.585,876.87,0.43784689,0.00063001,0.662175883
808.1669,876.5807,0.33860761,0.08369449,0.649847751
807.2094,876.9264,0.91680625,0.11950849,1.017995452
807.533,876.754,0.10471696,0.02972176,0.366658861
808.3415,876.5102,0.65367225,0.05943844,0.844458815
808.5259,876.6747,0.03400336,0.02706025,0.247110522
807.9405,876.7256,0.34269316,0.00259081,0.587608688
807.4649,876.856,0.22619536,0.01700416,0.493152634
807.6774,876.6656,0.04515625,0.03625216,0.28532159
807.3179,876.7773,0.12924025,0.01247689,0.37645337
807.1073,876.8566,0.04435236,0.00628849,0.225035219
808.2134,876.5909,1.22345721,0.07059649,1.137564811
807.1935,876.9048,1.04019601,0.09853321,1.067112562
807.3138,876.7097,0.01447209,0.03806401,0.229207548
806.9089,876.8926,0.16394401,0.03345241,0.444293169
807.9145,876.6868,1.01123136,0.04235364,1.026442887
808.1774,876.5031,0.06911641,0.03374569,0.320721219
807.2401,876.7851,0.87853129,0.079524,0.978802988
806.9641,876.8802,0.076176,0.00904401,0.291924665
807.9905,876.6862,1.05349696,0.037636,1.044573099
807.8509,876.6682,0.01948816,0.000324,0.140755675
808.658,876.5253,0.65141041,0.02042041,0.819652866
809.1579,876.3569,0.24990001,0.02835856,0.527502199
807.0682,876.8784,4.36684609,0.27196225,2.153789298
807.0139,876.9435,0.00294849,0.00423801,0.084773227
807.4909,876.7175,0.227529,0.051076,0.527830465
806.8043,876.8789,0.47141956,0.02604996,0.705315192
806.7023,876.8826,0.010404,1.369E-05,0.102067086
808.0319,876.5893,1.76783616,0.08602489,1.361565661
807.4971,876.6361,0.28601104,0.00219024,0.536843813
806.817,876.874,0.46253601,0.05659641,0.720508445
808.216,876.5272,1.957201,0.12027024,1.441343554
808.002,876.5583,0.045796,0.00096721,0.216248029
807.4849,876.7627,0.26739241,0.04177936,0.556032166
807.9683,876.5559,0.23367556,0.04276624,0.525777329
806.9084,876.8018,1.12338801,0.06046681,1.088050927
807.5717,876.6337,0.43996689,0.02825761,0.684269318
806.1847,877.0399,1.923769,0.16499844,1.445256877
806.7283,876.8599,0.29550096,0.0324,0.57262637
809.316,876.183,6.69619129,0.45819361,2.674768196
807.942,876.6534,1.887876,0.22127616,1.452292037
808.4822,876.4005,0.29181604,0.06395841,0.596468314
808.4843,876.3981,4.41E-06,5.76E-06,0.003189044
807.2344,876.6312,1.56225001,0.05433561,1.271450204
808.0613,876.5535,0.68376361,0.00603729,0.830542534
807.983,876.5514,0.00613089,4.41E-06,0.078328156
808.427,876.4478,0.197136,0.01073296,0.455926485
808.952,876.2838,0.275625,0.026896,0.550019091
808.4066,876.4014,0.29746116,0.01382976,0.557934512
808.0228,876.577,0.14730244,0.03083536,0.422063739
807.9779,876.5499,0.00201601,0.00073441,0.052444447
807.5806,876.6063,0.15784729,0.00318096,0.401283254
807.7625,876.4778,0.03308761,0.01651225,0.22271026
808.2553,876.3271,0.24285184,0.02271049,0.515327401
807.9763,876.4288,0.077841,0.01034289,0.296957724
807.8414,876.4966,0.01819801,0.00459684,0.150979634
807.8537,876.5662,0.00015129,0.00484416,0.070678497
808.105,876.3735,0.06315169,0.03713329,0.316678038
808.5168,876.4019,0.16957924,0.00080656,0.412778149
807.6899,876.5564,0.68376361,0.02387025,0.84120976
807.6051,876.4705,0.00719104,0.00737881,0.120705634
806.7585,876.8127,0.71673156,0.11710084,0.913144238
807.9326,876.5078,1.37851081,0.09296401,1.213043618
808.4303,876.4666,0.24770529,0.00169744,0.499402373
808.0435,876.3493,0.14961424,0.01375929,0.404194916
807.5002,876.5291,0.29517489,0.03232804,0.572278717
807.8693,876.5042,0.13623481,0.00062001,0.369938941
808.4059,876.303,0.28793956,0.04048144,0.573080274
807.5261,876.4777,0.77404804,0.03052009,0.896977218
808.4598,876.2539,0.87179569,0.05008644,0.960146931
807.9351,876.5353,0.27531009,0.07918596,0.595395709
807.9843,876.5151,0.00242064,0.00040804,0.053185336
807.46,876.572,0.27489049,0.00323761,0.527378517
806.4374,876.9001,1.04571076,0.10764961,1.073946167
807.1072,876.6985,0.44863204,0.04064256,0.699481665
806.1841,876.9572,0.85211361,0.06692569,0.958665374
810.1232,875.7761,15.51650881,1.39499721,4.112360152
808.1425,876.3102,3.92317249,0.28526281,2.051447123
808.4271,876.2471,0.08099716,0.00398161,0.291511183
807.7077,876.3733,0.51753636,0.01592644,0.730385378
808.872,876.1953,1.35559449,0.031684,1.177827869
808.4173,876.2782,0.20675209,0.00687241,0.462195305
808.5201,876.2735,0.01056784,2.209E-05,0.102907386
807.5283,876.5047,0.98366724,0.05345344,1.018391221
807.5204,876.4894,6.241E-05,0.00023409,0.017219175
808.2281,876.3836,0.50083929,0.01119364,0.715564763
808.6871,876.1475,0.210681,0.05574321,0.516162968
807.6786,876.488,1.01707225,0.11594025,1.064430599
808.3743,876.2759,0.48399849,0.04498641,0.727313481
808.5239,876.2274,0.02238016,0.00235225,0.157265413
807.7048,876.3412,0.67092481,0.01295044,0.826967502
808.4886,876.1345,0.61434244,0.04272489,0.810596897
807.5397,876.4553,0.90041121,0.10291264,1.001660546
808.5536,876.1649,1.02799321,0.08433216,1.05466837
807.8393,876.437,0.51022449,0.07403841,0.764370918
808.0096,876.3323,0.02900209,0.01096209,0.19991043
807.4457,876.5036,0.31798321,0.02934369,0.589344466
807.9959,876.3803,0.30272004,0.01520289,0.563846548
809.8585,875.9063,3.46927876,0.224676,1.921966378
807.4441,876.5112,5.82932736,0.36590401,2.489022171
808.938,876.1069,2.23173721,0.16345849,1.547641981
808.0591,876.3483,0.77246521,0.05827396,0.91144894
808.785,876.127,0.52693081,0.04897369,0.75888372
808.0732,876.283,0.50665924,0.024336,0.728694202
808.8749,876.0512,0.64272289,0.05373124,0.834538274
809.0964,876.0277,0.04906225,0.00055225,0.222743126
808.7173,876.1128,0.14371681,0.00724201,0.388534194
808.301,876.2603,0.17330569,0.02175625,0.441658171
809.1152,876.0319,0.66292164,0.05216656,0.845628878
808.9023,876.1588,0.04532641,0.01610361,0.247850802
808.5626,876.2803,0.11539609,0.01476225,0.360774639
809.0457,876.0593,0.23338561,0.048841,0.531250045
809.0117,876.049,0.001156,0.00010609,0.035525906
809.4783,875.9459,0.21771556,0.01062961,0.477854758
809.0416,875.9574,0.19070689,0.00013225,0.436851393
809.1226,876.0626,0.006561,0.01106704,0.132770629
808.2651,876.261,0.73530625,0.03936256,0.88015272
809.173,875.9697,0.82428241,0.08485569,0.953487336
808.4562,876.1714,0.51380224,0.04068289,0.744637583
809.2017,875.9498,0.55577025,0.04910656,0.777738266
809.0737,876.0137,0.016384,0.00408321,0.143063657
809.5761,875.8983,0.25240576,0.01331716,0.515483191
808.6656,876.1036,0.82901025,0.04214809,0.933358634
808.5216,876.1318,0.020736,0.00079524,0.146735272
809.0882,875.9985,0.32103556,0.01776889,0.582069111
807.8428,876.3144,1.55102116,0.09979281,1.284840056
807.4474,876.2963,0.15634116,0.00032761,0.39581406
808.3922,876.2075,0.89264704,0.00788544,0.948963898
808.2265,876.1217,0.02745649,0.00736164,0.186596168
807.9346,876.2363,0.08520561,0.01313316,0.313590131
808.2773,876.1479,0.11744329,0.00781456,0.353917858
808.8905,875.9833,0.37601424,0.02709316,0.634907395
808.7211,875.9718,0.02869636,0.00013225,0.1697899
809.0918,875.994,0.13741849,0.00049284,0.371364147
808.7292,876.158,0.13147876,0.026896,0.397963265
808.7448,876.0441,0.00024336,0.01297321,0.114963342
807.5718,876.3756,1.375929,0.10989225,1.218942677
809.0997,875.9459,2.33447841,0.18464209,1.587173746
807.3944,876.3428,2.90804809,0.15752961,1.750879122
808.7621,876.1161,1.87060329,0.05139289,1.386360768
808.3213,876.0572,0.19430464,0.00346921,0.444717719
808.5663,876.1763,0.060025,0.01418481,0.272414776
808.4644,876.0242,0.01038361,0.02313441,0.183079272
808.8842,876.0896,0.17623204,0.00427716,0.424863743
808.543,876.0935,0.11641744,1.521E-05,0.341222288
809.1313,875.8784,0.34609689,0.04626801,0.626390373
807.4257,876.4362,2.90907136,0.31114084,1.794494971
808.8911,875.9089,2.14739716,0.27804529,1.557383206
809.3511,875.9501,0.2116,0.00169744,0.461841358
809.0412,875.908,0.09603801,0.00177241,0.312746575
808.3503,876.1204,0.47734281,0.04511376,0.722811573
808.8101,876.0061,0.21141604,0.01306449,0.473793763
808.8195,875.9138,8.836E-05,0.00851929,0.092777422
808.4443,876.0167,0.14077504,0.01058841,0.389054559
807.2703,876.3021,1.378276,0.08145316,1.208192518
808.3599,876.1094,1.18722816,0.03713329,1.106508676
808.1039,876.0422,0.065536,0.00451584,0.264673081
809.3162,875.8016,1.46967129,0.05788836,1.235944841
809.2296,875.7513,0.00749956,0.00253009,0.10014814
808.979,875.8033,0.06280036,0.002704,0.255938196
809.2675,875.9631,0.08323225,0.02553604,0.329800379
809.8108,875.6716,0.29517489,0.08497225,0.616560735
809.881,875.7465,0.00492804,0.00561001,0.102655005
809.7,875.8209,0.032761,0.00553536,0.195694558
809.4763,875.7004,0.05004169,0.01452025,0.254090417
809.3798,875.8984,0.00931225,0.039204,0.220264046
808.5132,875.9635,0.75099556,0.00423801,0.869041754
809.1479,875.957,0.40284409,4.225E-05,0.634733283
808.8134,875.9556,0.11189025,1.96E-06,0.33450293
808.3854,876.05,0.183184,0.00891136,0.438286847
807.9349,876.0789,0.20295025,0.00083521,0.451426029
808.556,875.9935,0.38576521,0.00729316,0.626943674
809.0045,875.7457,0.20115225,0.06140484,0.512403249
808.4039,875.9371,0.36072036,0.03663396,0.630360468
809.7107,875.6558,1.70772624,0.07912969,1.336733305
808.9337,875.8489,0.603729,0.03728761,0.800635129
808.1375,876.0862,0.63393444,0.05631129,0.830810285
807.8793,876.111,0.06666724,0.00061504,0.25938828
808.8972,875.8527,1.03612041,0.06671889,1.050161559
808.472,875.976,0.18079504,0.01520289,0.442716535
808.9156,875.9008,0.19678096,0.00565504,0.449928883
808.8124,875.8805,0.01065024,0.00041209,0.105177612
808.8188,875.8273,4.096E-05,0.00283024,0.05358358
809.1831,875.8613,0.13271449,0.001156,0.365883164
807.9406,876.0958,1.54380625,0.05499025,1.264435249
808.3754,875.9244,0.18905104,0.02937796,0.467363884
808.2207,875.8915,0.02393209,0.00108241,0.158159729
808.1598,875.9619,0.00370881,0.00495616,0.093085821
808.8083,875.8865,0.42055225,0.00568516,0.652868601
809.0971,875.7174,0.08340544,0.02859481,0.334664384
808.7228,876.1157,0.14010049,0.15864289,0.546574222
807.887,876.8279,0.69856164,0.50722884,1.098084915
810.8309,876.1477,8.66654721,0.46267204,3.021459788
806.7039,878.736,17.032129,6.69929689,4.871491136
800.4991,881.5157,38.49954304,7.72673209,6.798990743
799.1442,882.482,1.83575401,0.93373569,1.664178386
